Brand,Product Name,Product Type,Review Body,Review Date,Review Stars,Review Title,URL,User ID
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"This is the ONLY eyeliner I have ever found that ACTUALLY stays on through ANYTHING. I am in a sport called Brazilian Jiu Jitsu and it stays on all through practice (which seriously blows my mind). Late night activities (*wink*wink*)? You bet, stays on and in place. Despite this, it comes off easily with any eye makeup remover.",16 02 2014,5 stars,Invincible Eyeliner,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,-6.30E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"Since I've been using Stila Stay All Day Waterproof Eye Liner, I don't have to worry about touching up my make all day! I love the way it goes on and it's not hard to remove! Finally, an eye liner that does what it claims!!!",16 02 2014,5 stars,The Best Eye Liner Ever,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,-1.33E+18
Dior,Diorshow Waterproof Mascara,Mascara,"This mascara was a bitter disappointment. It ran from day one. I tried powder under my eyes, but it still ran. Back to Loreal's volumizing mascara - 100 % better at a fraction of the cost",16 02 2016,1 star,So disappointed,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,-8.11E+18
Too Faced,Hangover Replenishing Face Primer,Primer,"Let me begin by saying that Too Faced is my go-to brand. I love all of their products.... Except this guy.
I compare this product to their other primer: Primed and Poreless, which is a PERFECT primer. It smooths the skin, feels great, makes foundation look great.
Hangover primer was totally disappointing. It makes my skin look BAD. It is supposed to have a coconut scent to it, which I was looking forward to because coconut is my favorite. But instead, it smells more like melted crayons. Putting it on... I feel like I need a ton because it just does nothing to replenish the moisture in my skin. My skin feels dryer once I put it on--but in a thirsty way. My skin also looks red and blotchy after applying. Then the makeup goes on top... And this stuff just does not behave like a primer. I have better results putting just foundation on without priming my skin. But it gets worse because after an hour or so, I have extremely visible pores, makeup caking and peeling off, and dry skin patches that were previously not noticeable.
I've tried this stuff many ways... After exfoliating and moisturizing even, and it's always the same.
Maybe I got a bad bottle. I don't understand.
I pair this with a face full of Too Faced makeup. Still bad results.
I highly recommend Primed and Poreless.…read more",16 02 2016,1 star,Too Faced can do better,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-7.88E+18
Too Faced,Hangover Replenishing Face Primer,Primer,I love it ! Can't live without it!,16 02 2016,5 stars,10 years younger,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,2.02E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"so I thought I would give this the ultimate test.did my full makeup,set with the setting spray then went for a 6 km run. ( I don't normally wear makeup running). makeup was flawless. no sweat runs nothing.love this stuff",16 02 2016,5 stars,works like a hot dam!!!,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-1.50E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,,16 02 2016,5 stars,I knew this would definitely help keep my make-up in place and on for longer but the first day I wore it was during an Aussie summer day walking around the hot city for hours on end and everything remained in place. I was honestly amazed.,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-8.86E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,,16 02 2016,5 stars,I never tried setting products before so this was new to me it did what it said make up stayed on all day no creasing no fading I was very surprised great product,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,8.87E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,,16 02 2016,1 star,I had to return this. It bothered my eyes (I wear contacts) and it was very difficult to remove.,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-3.59E+17
Too Faced,Hangover Replenishing Face Primer,Primer,"I really like how my make up looks when I use this primer; all my products go on smooth over top. I have combination skin so I was worried this product would make me feel oily, but whenever I use this primer, my make up holds up really well throughout the day. Overall, this is a great product and the scent is really nice too!",16 02 2017,5 stars,LOVE,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,1.73E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,Change of formula,16 02 2018,1 star,"<img src=""https://www.sephora.com/productimages/sku/s1177567+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Trooper",https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,1.09E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,My go to mascara for years,16 02 2019,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s1325653+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Black",https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,7.49E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"This is definitely my go to makeup piece. It's essential to my beauty routine. I have monolid eyes, so it's always a problem for me that most other eye liners smudge and rub off onto my lower eye area, but this eye liner stays put. Luckily, it still comes off with some eye makeup remover, but water will not take this liner off! I ran 7 miles with this eye liner on once and nothing budged. It's highly pigmented too and easy to use, I love it!",16 03 2014,5 stars,"Reliable, Essential",https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,-9.03E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"I am obsessed with this. So glad a sales associate had me try it. I used to bounce back and forth between Stila and Kat Von Dee for my eyes, but even with those great brands I'd get raccoon eyes. I use this on my inner eyelids; glides on so smooth and stays on perfectly! I know people say it's hard to get off, but isn't that the point? I have no problem when I use my make up forever sens'eyes anyways. Such a good purchase!",16 03 2015,5 stars,The Best Eyeliner!,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-6.32E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,"I love the Urban Decay shadow primer. It's all I use. Recently, I noticed that UD changed packaging, and as a result, the tube holds less product. It went from 3.7 oz to 3.3 oz YET they charge the same price. $20 Sephora & online. I guess they figure we won't notice?
Signed, DISAPPOINTED LOYAL CUSTOMER",16 03 2016,4 stars,"Urban Decay Primer/SAME PRICE, SMALLER SIZE",https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,3.26E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"A friend told me about this setting spray and while I was super sceptical about it working due to my skin type and length of time I need my make up to stay in place, it was amazing! I can tell the difference when I don't use it. It's a must have!",16 03 2017,5 stars,Amazing!,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,5.19E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"Received this product complimentary for review purposes. 

I received the beautiful blue and brown eyeliners. Both colors I don't wear but i love the idea of stepping out go my comfort zone. I wore the beautiful blue liner and it didn't smudge and lasted until i removed it later that night.

It applied smoothly, like butter!",16 03 2017,5 stars,Beautiful Blue,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-7.37E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"I wanted to love this. I bought (Luna)tic, which is a gorgeous lavender-grey color. However, this eyeliner proved an absolute disaster. Within an hour, my liner was smudged all over the place. Worse, the shimmer/sparkle had spread down to my cheekbones! I've never experienced eyeliner with fallout before. This is going back.",16 04 2014,1 star,A smudgy mess,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,5.07E+18
Dior,Diorshow Waterproof Mascara,Mascara,"I used to use this religiously, but I felt like the formula has changed or something.  Not a fan of it anymore.",16 04 2016,2 stars,Formula changed?,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,3.83E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,This product is my absolute favorite eyeliner. It is so pigmented and black it does not move in the water line at all it stays all day it is a little pricey but boy is it worth it.,16 04 2016,5 stars,Favorite waterline liner,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,3.57E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"I have one eye with stick straight lashes on half of it, which looks absolutely ridiculous with most mascaras. This is the first mascara I've ever used that has held the curl and actually kept my lashes up all day. I don't look like I have a droopy eye anymore! It also makes your lashes long and feathery, and the black is nice and glossy. It stays in place really well and doesn't even flake into my eyes when I forget to take it off at night. I have really sensitive eyes, and my eyes don't burn from this at all. All in all, this is a fantastic mascara. I'm a mascara junkie, but this is one I'll definitely buy again. One tip: I've found that this stuff actually looks better without a primer. I usually use the Dior primer, but it kind of clumps this mascara. Without the primer, it's much lighter, less clumpy, and holds the curl better.
…read more",16 05 2011,5 stars,Excellent curling mascara,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-6.71E+17
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"I have a problem with my eye liner smearing and making it look like i haven't slept for days but this eye liner doesn't smudge at all, unless you fall asleep with on. It is easy to apply but it takes a while to get the black black. You have to apply it one multiple times or than it will be gray and messy.",16 05 2013,4 stars,Good but not Great,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,-5.29E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,This is my favourite liquid liner (second fave is stila's). It is perfectly thin and flexible. I am surprised to see that people are saying it dried out quickly because I find the opposite.,16 05 2014,5 stars,Favourite,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-6.43E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"I have tiny lashes I used to curl put on mascara curl again and mascara again, I only need to do it once now and lashes are super long. the only reason I didn't give 5 stars is because I haven't tested in water, but holds through workouts",16 05 2015,4 stars,amazing,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-5.93E+18
Too Faced,Hangover Replenishing Face Primer,Primer,"This didn't work well with my nars sheer glow. My makeup was breaking up on my face with an hour. It looked awful. I tried it with different lotions underneath, but eventually I returned it. I wanted this to work so bad I have dry skin, I need any boost I can get.",16 05 2015,1 star,didn't work well with,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-2.72E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,I bought this eyeliner back in November of 2015 & loved it & it lasted up to 6 months & I was so impressed! My go to eyeliner & the packaging was pretty sleek. I just purchased a new one & they changed the packaging & now the liner seems very watery & steaks REALLY bad!! I'm so upset because this was my favorite eyeliner...looks like it's time to find a new brand I really like. :(,16 05 2016,3 stars,Changed formula??,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,2.81E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"I got oily and acne prone skin and my skin just reacts to random products like every other drugstore setting spray. Only until I look to this one in Sephora. 

It really worth the price tag and all the hype on YouTube. It does hold my makeup in place for at least 12 hrs. The nozzle is great which gives a fine spray so it  won't break my makeup apart. 

Absolutely amazing products and definitely a must-have.",16 05 2017,5 stars,amazing,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-4.03E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,dont do it,16 05 2019,2 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,6.03E+18
Dior,Diorshow Waterproof Mascara,Mascara,I actually did not like this mascara. it smudges after every use. i have to wipe under my eyes constantly - thus removing my concealer. very disappointed,16 06 2010,1 star,Waterproof that smudges,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,-8.17E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"This eyeliner is amazing for many reasons:
1. I have EXTREMELY sensitive eyes and it doesn't even tingle when I wear it.
2. I went swimming in it and it didn't budge.
3. I have a very unsteady hand, but this makes the liquid eyeliner look very simple & tangible.

I recently lost my stick & I tried to find a cheaper substitute product, but once you have they best, it's hard to go back! I will be going back to Sephora to buy a new one! Definitely worth the money.",16 06 2012,5 stars,Best Liquid Eyeliner,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,6.69E+18
Dior,Diorshow Waterproof Mascara,Mascara,I've heard so much about this mascara so I treated myself for my birthday. I was do disappointed. My lashes do not stay curled and with this mascara no change. I will stick to my drugstore mascara. Not really worth the money.,16 06 2014,2 stars,Not impressed,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,9.18E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"I was so excited to wear this when I bought it because I've heard such awesome reviews. I was so disappointed!

The color isn't dark enough for my preference and when I try to apply a second coat, instead of making the color bolder it takes off some of the first coat. This eyeliner still has a lot of life left in it but I'm not going to use it anymore. I'll stick to my Makeup Forever liquid eyeliner.",16 06 2014,1 star,SO DISAPPOINTED,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,5.93E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"I was really surprised how well this stuff actually works. I work as a waitress and I'm constantly sweating or accidentally getting splashed by something, and by the end of the night I would look terrible. You don't need more than a spritz or two, and spending money on this allows me to justify buying more drugstore makeup.",16 06 2014,4 stars,Gets the job done,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-2.77E+17
Kat Von D,Tattoo Liner,Liquid Eyeliner,"I have super oily, small eye lids--so much so that it's hard for this liner to go on BLACK and not grey. It lasts for about 4-5 hours on a regular day but that's about it--I'll start to see transfer smudges onto my brow bone...For those of you that have larger lid space/less oily eyelids this will be perfect for you though",16 06 2015,1 star,smudges after 5 hours...,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-6.77E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"OMG, the way this liner just glides, yes I said glides, onto your lids is amazing. It doesn't feather at all. The tip is nice and flexible so you can really decide the width of the line you are drawing. Does not budge. Just an overall excellent pen liner.",16 06 2015,5 stars,Best Pen Liner Out There,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-3.66E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,"This used to be a decent primer five years ago. But, now, I found that this made my shadow fade faster than using nothing at all. I don't really see what everyone is raving about with this one. I think it's completely overrated.",16 06 2015,1 star,Don't believe the hype!,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,8.81E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"Pretty good product for those with non-oily, non-monolid, non-teary eyes, but mediocre for those without.

PROS:
-super pigmented formula; very black
-crisp lines, nice texture to formula
-felt tip firm but non-abrasive
-beautiful look/feel upon first application

CONS: [oily, mono, teary eyes]
-teary/oily outer corners melt, leave residue/transfer
-inner-to-mid section of eyelid fades noticeably with wear [monolids]
-transfer to undereyes
-NOT waterproof",16 06 2015,3 stars,Meh,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,4.22E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,This is by far the best makeup setting spray I have ever used. My daughter recommended it after I told her about my makeup running in this Las Vegas heat. I totally recommend this product.,16 06 2015,5 stars,Love This Amazing Product,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-7.85E+17
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,The best eye liner I've used in my life. I'm in love!,16 06 2015,5 stars,The Best!,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,7.26E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"I truly think this is one of the best liners I have ever used. I have never used a gel liner before, but since this was in pencil or ""crayon"" form, I decided it was best for travel. I purchased the shades Blacquer, Ro(Cocoa), and Brown(Out). The Brown(Out) and Blacquer shades glided on so smoothly with ease and lasted forever. I have monolids and these liners did not budge. I don't doubt the staying power, however, I have seemed to have gotten an old liner in the Ro(Cocoa) shade. It did not go on as smoothly and even tugged my eyelid during application, resulting in an uneven and splotchy line. I'm not sure if it was because it was an old liner or if it was because it had a different formula than the others. Also for those of you who are in between Ro(Cocoa) or Brown(Out), I recommend Brown(Out). It is more neutral, while Ro(Cocoa) is a warmer shade with copper undertones. Brown(Out) does have shimmer in it with a brassy undertone, but I find it more flattering overall.",16 06 2015,4 stars,"Good ""Crayon"", Inconsistent Formula",https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-8.22E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,Absolutely Love this eye-liner. I love the fact that it is so pigmented and so easy to use. The felt tip is sharp and the formula is not too dry or liquidi- which I love. Very long lasting and I recommend this to everyone this to everyone and specially someone starting to venture into make up/eyeliners.,16 06 2017,5 stars,LOVE!,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-4.70E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"This liner is amazing! It truly stays put all day! It stands up to South Georgia heat and watery eyes from allergies. I got it in Mad Max Brown, and the color payoff is great. Brown liners sometimes do not have enough color in them, and they make me look like I don't feel well, but this brown is rich and dreamy! It is so simple to use, and is beautiful!",16 06 2017,5 stars,Love it!!,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-7.36E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,I was so excited to get this product so I could use it whenever I go to the beach or when I don't have enough time to touch up my makeup before going out. I was soo disappointed when it didn't work for me!! I sprayed it on in the morning after I put my makeup on and I didn't see any change in how my makeup looks as it usually does by the end of the day. Definitelyy returning it.,16 07 2010,1 star,Didn't work!,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-1.75E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,I put this mascara on before I went swimming to test its effectiveness. I swam for 2 hours and when I looked in the mirror there wasn't a single smudge or flake. It really is waterproof!,16 07 2011,5 stars,Waterproof For Sure!,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-8.05E+17
Dior,Diorshow Waterproof Mascara,Mascara,This is my absolute favourite mascara of all time. I never use anything else!,16 07 2014,5 stars,Holy grail beauty product,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,9.03E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"Ok, here is the scoop.

I am a make up junky. I love make up. I love eye liner, and am always looking for the best that will not smudge, stays put, and doesnt leave raccoon eyes at 2pm, middle of my day.

The Good: Serious stay put. It doesnt move throughout the day. It is on my waterline for good. I was in desperate search for a water line eyeliner. This is it. It is super black.

The Bad: I am a contact lens wearer. If you get this on your lenses, holy mother. It hurts. A lot. It just doesnt wipe off either. It doensnt really come off of your lenses either if you have an accident. It burns, and its just a pain throughout the day for me. Warning for my contact lens wearers, be real real careful. The first time I wore this, it was making my eyes water a bit, but I did get used to it, and my eyes no longer water.

I would like to give 4.5 stars, but thats not an option. Hope this helped!…read more",16 07 2014,4 stars,"Good, but with warning.",https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,1.71E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"Bought this to try a better waterproof mascara and it does work very well the only problem is it's a fiber mascara. In the description of it Urban Decay doesn't tell you it has fibers in it which is why I was surprised when I started getting all this irritation the first two times I used it. Honestly I wouldn't have bought this if I knew it was a fiber mascara since my eyes are so sensitive. It does work and doesn't smudge but the fibers will start flaking off during the day. So just be careful putting it on so you don't get fibers irritating your eyes.
…read more",16 07 2017,3 stars,This mascara has FIBERS in it just FYI,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-6.70E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,"Eyeliner transfers to eyelid, embarrassing look",16 07 2018,1 star,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,4.20E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,"Meh, try any other liquid eyeliner",16 07 2018,1 star,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,1.37E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Worst Eyeliner EVER. (I’m a bridal MUA),16 07 2018,1 star,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,3.57E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,"Takes a while to dry and the liquid went inside my eye and all over my contact lenses! What a scary sight, black liquid all over my lenses!",16 07 2018,1 star,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-6.83E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,"The “hyper-saturation” makes the product difficult to control. It comes out so fast and wet that I keep ending up with much longer/thicker lines than I planned on, and I consider myself to be really good at applying eyeliner. The staying power is true, but it was a bit difficult to take off with my oil cleanser. I will keep testing it and try to be more patient with the liner, but so far I think it could be improved.",16 07 2018,3 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,7.52E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,This eyeliner is amazing! It’s so easy to use - and glides on perfectly. It lasted all night also. Will be purchasing again.,16 07 2018,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-7.79E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,My hooded eyes can finally rock wings!!!,16 07 2018,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,1.22E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Not waterproof or smudge proof,16 07 2019,3 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-8.73E+18
Tom Ford,Emotionproof Mascara,Mascara,,16 07 2019,5 stars,"this is my holy grail mascara and i’m so glad it’s back. i had been using this for a long while and then suddenly earlier this year i believe, i saw that it wasn’t available anymore and i was so heartbroken. but then i saw its back just rebranded as emotionproof and i’m SO. HAPPY. i had tried many other waterproof mascaras and this one was still my standard that i compared them to. i’m asian so my lashes are stick straight but this mascara keeps them curled, and as long as you don’t layer it too much, it doesn’t clump which is nice because more often than not i prefer a more natural look and this helps give me the look i want while still making a noticeable change. one of the best mascaras hands down.<div class=""css-xq9yyh "" data-comp=""Box""><button class=""css-nlkkp4 "" type=""button"" data-comp=""Link Box"">…read more</button></div>",https://www.sephora.com/product/emotionproof-mascara-P445433?icid2=products%20grid:p445433,4.60E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,I work in the hot west texas heat and i'm a makeup addict. I first tried this when I recieved a free sample and i am now addicted! I can sweat all day long and all my makeup will be gone except my eyeshadow thanks to this primer! URBAN DECAY knows what they are doing!,16 08 2012,5 stars,BEST,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,-2.40E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"I'm not really into liquid eyeliners, but I got this as a sample and had to buy it. I work at nightclub and usually get pretty sweaty , this eyeliner did not move an inch and I no longer have to worry about my make-up running! The tip is also very precise and it's very easy to get the shape you want.",16 08 2013,5 stars,Unexpected find!,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,1.71E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,I couldn't believe it! This stuff really works. Eyeshadow stays in place and color stays true even on days in the desert when it's 115 degrees AND humid. Even perspiration doesn't budge your eyeshadow! I don't usually recommend products. But this product is a must for anyone who wears eyeshadow - regardless of age. BTW - I'm 60+ and this produce prevents creasing!,16 08 2013,5 stars,Great product that does what it's advertised to do,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,1.12E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,"I can't imagine how I functioned with out this product for so long! I have had such an issue with creasing and color fade over the years, and have tried countless other products. This goes on smooth with no wait time before applying shadow. I am always hesitant to add another step to my morning routine, but this addition is effortless and the results are wonderful.",16 08 2013,5 stars,A Must Have,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,6.20E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"The Urban Decay All Nighter Long-Lasting Makeup Setting Spray lives up to its name. If you want a flawless appearance all day and night, without the dull, fading appearance, then you need this product.",16 08 2013,5 stars,All Night Wear,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-2.17E+18
